trace,freq,label,outlier,pred_label
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_PRE_APPROVER Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_PRE_APPROVER Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,8,1,0.8881772720135379,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_PRE_APPROVER Declaration_REJECTED_by_EMPLOYEE,8,1,1.318985938419208,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_BUDGET_OWNER Declaration_REJECTED_by_EMPLOYEE,8,1,0.9606217888480759,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_PRE_APPROVER Declaration_FINAL_APPROVED_by_SUPERVISOR Declaration_REJECTED_by_MISSING Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_PRE_APPROVER Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,7,1,1.2531831714374717,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE,6,1,1.3291861144722565,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_APPROVED_by_BUDGET_OWNER Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,6,1,0.9633201234762593,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,6,1,0.6342237182489782,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_PRE_APPROVER Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_PRE_APPROVER Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_PRE_APPROVER Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,5,1,0.9530671528608777,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_PRE_APPROVER Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,4,1,1.0826314554623957,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_BUDGET_OWNER Declaration_REJECTED_by_EMPLOYEE,4,1,0.8979959082256166,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_BUDGET_OWNER Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_APPROVED_by_BUDGET_OWNER Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,4,1,1.267241319421782,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,4,1,1.6169960496342148,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_FINAL_APPROVED_by_SUPERVISOR Payment_Handled,4,1,2.1436526399435545,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_PRE_APPROVER Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE,3,1,2.350462258791727,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Declaration_REJECTED_by_MISSING,3,1,3.2626936562840005,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,3,1,2.0724364423780246,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_APPROVED_by_BUDGET_OWNER Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,3,1,0.6246984579004751,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_APPROVED_by_BUDGET_OWNER Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE,3,1,0.7953873133827123,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE,3,1,0.7067518551298954,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_APPROVED_by_BUDGET_OWNER Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE,3,1,0.7609107368593941,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_PRE_APPROVER Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_PRE_APPROVER Declaration_FINAL_APPROVED_by_SUPERVISOR Declaration_REJECTED_by_MISSING Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_PRE_APPROVER Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,2,1,1.494508656779727,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_PRE_APPROVER Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,2,1,1.5030692363732905,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_PRE_APPROVER Declaration_FINAL_APPROVED_by_SUPERVISOR Declaration_REJECTED_by_MISSING,2,1,1.5900254073532114,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_PRE_APPROVER Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,2,1,4.750534909254153,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,2,1,1.4174756436200397,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,2,1,2.275861691676031,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE,2,1,1.6711423043422542,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_APPROVED_by_BUDGET_OWNER Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,2,1,0.9747858925581883,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_APPROVED_by_BUDGET_OWNER Declaration_FINAL_APPROVED_by_SUPERVISOR Payment_Handled,2,1,5.798702236351618,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_SUPERVISOR,2,1,1.4187592339720247,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_FINAL_APPROVED_by_SUPERVISOR Declaration_REJECTED_by_MISSING Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_PRE_APPROVER Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_PRE_APPROVER Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,2.170030668485099,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_FINAL_APPROVED_by_SUPERVISOR Declaration_REJECTED_by_MISSING Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,2.3766743458007604,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_PRE_APPROVER Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_PRE_APPROVER Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,2.2378663305021114,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_PRE_APPROVER Declaration_FINAL_APPROVED_by_SUPERVISOR Declaration_REJECTED_by_MISSING Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_APPROVED_by_BUDGET_OWNER Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,3.7150757980216387,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_FINAL_APPROVED_by_SUPERVISOR Declaration_REJECTED_by_MISSING Declaration_SUBMITTED_by_EMPLOYEE Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,2.3766743458007604,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_FOR_APPROVAL_by_SUPERVISOR Declaration_REJECTED_by_MISSING,1,0,3.307663780056098,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_FINAL_APPROVED_by_SUPERVISOR Declaration_REJECTED_by_MISSING Declaration_SUBMITTED_by_EMPLOYEE Declaration_FINAL_APPROVED_by_SUPERVISOR Declaration_REJECTED_by_MISSING Declaration_SUBMITTED_by_EMPLOYEE Declaration_FINAL_APPROVED_by_SUPERVISOR Declaration_REJECTED_by_MISSING Declaration_SUBMITTED_by_EMPLOYEE Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,2.310553411604909,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_FINAL_APPROVED_by_SUPERVISOR Declaration_REJECTED_by_MISSING Declaration_SUBMITTED_by_EMPLOYEE Declaration_FINAL_APPROVED_by_SUPERVISOR Declaration_REJECTED_by_MISSING,1,1,3.4037643499170485,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_PRE_APPROVER Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_PRE_APPROVER Declaration_FINAL_APPROVED_by_SUPERVISOR Declaration_REJECTED_by_MISSING,1,1,2.8686012727105967,0
Declaration_SAVED_by_EMPLOYEE Request_Payment Payment_Handled,1,0,17.905221805217423,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_FINAL_APPROVED_by_SUPERVISOR Declaration_REJECTED_by_MISSING Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,5.87578495657212,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_PRE_APPROVER Declaration_FINAL_APPROVED_by_SUPERVISOR Declaration_REJECTED_by_MISSING Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_PRE_APPROVER Declaration_FINAL_APPROVED_by_SUPERVISOR Declaration_REJECTED_by_MISSING Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_PRE_APPROVER Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,3.7595495143124142,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,1.880527316808064,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_FOR_APPROVAL_by_PRE_APPROVER Declaration_REJECTED_by_MISSING,1,0,3.307663780056098,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_FINAL_APPROVED_by_SUPERVISOR Declaration_REJECTED_by_MISSING Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,3.7350174687696964,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_SUPERVISOR Request_Payment Payment_Handled Declaration_REJECTED_by_EMPLOYEE,1,1,3.697759913357755,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,2.585185703116131,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE,1,1,1.255954685949204,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_APPROVED_by_BUDGET_OWNER Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_BUDGET_OWNER Declaration_REJECTED_by_EMPLOYEE,1,1,1.567372591464526,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_APPROVED_by_BUDGET_OWNER Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,2.496780440420073,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_BUDGET_OWNER Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_BUDGET_OWNER Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,2.779202950997386,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE,1,1,1.7221347542191587,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_APPROVED_by_BUDGET_OWNER Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,3.077588011657549,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_APPROVED_by_BUDGET_OWNER Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,1.1903108101273003,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_BUDGET_OWNER Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE,1,1,2.416314530471786,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_BUDGET_OWNER Declaration_SUBMITTED_by_EMPLOYEE Declaration_FOR_APPROVAL_by_ADMINISTRATION Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_APPROVED_by_BUDGET_OWNER Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,2.067076224676392,0
