trace,freq,label,lof_scores,lof_pred,dbscan_pred,spectral_pred
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT RELEASE CODE_OK BILLED,91,1.0,0.4039846288414259,1,1.0,0.0
NEW FIN RELEASE,91,1.0,0.9480456678937388,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_NOK REOPEN FIN RELEASE CODE_OK BILLED,90,1.0,0.4037196642602889,1,1.0,0.0
NEW CHANGE_DIAGN FIN,88,1.0,0.7104588232996109,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN DELETE,81,1.0,0.38942254372468765,1,1.0,0.0
NEW CHANGE_DIAGN FIN REOPEN FIN RELEASE CODE_OK BILLED,79,1.0,0.3898155091277387,1,1.0,0.0
NEW FIN RELEASE CODE_NOK CODE_NOK BILLED,74,1.0,0.8044631765295686,1,1.0,1.0
NEW FIN RELEASE CODE_OK DELETE,73,1.0,0.4973302328680735,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN DELETE,69,1.0,0.7049110434437273,1,1.0,1.0
NEW FIN RELEASE CODE_NOK DELETE,68,1.0,0.46396740247725904,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,64,1.0,0.4488009144882257,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_NOK SET_STATUS,61,1.0,0.45835187057840965,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO REJECT RELEASE CODE_OK BILLED,60,1.0,0.5447477124416831,1,1.0,0.0
NEW FIN REOPEN FIN RELEASE CODE_OK BILLED,58,1.0,0.47911837008732855,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED,55,1.0,0.46725725128215917,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN FIN RELEASE CODE_OK BILLED,54,1.0,0.38735905947544336,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,48,1.0,0.7826707690504588,1,1.0,0.0
NEW CHANGE_DIAGN FIN FIN RELEASE CODE_OK BILLED,44,1.0,1.4601380722424913,1,1.0,0.0
NEW FIN RELEASE REOPEN FIN RELEASE CODE_OK BILLED,43,1.0,0.5535893244227724,1,1.0,0.0
NEW FIN RELEASE SET_STATUS,39,1.0,0.5434219912906944,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE DELETE,39,1.0,0.8045104064474339,1,1.0,0.0
NEW FIN RELEASE CODE_OK,38,1.0,2.189328627508848,0,1.0,0.0
NEW FIN REOPEN DELETE,37,0.0,0.41488084812635884,1,1.0,0.0
NEW FIN RELEASE CODE_NOK REOPEN FIN RELEASE CODE_NOK BILLED,37,1.0,0.40460527484015646,1,1.0,0.0
NEW FIN RELEASE CODE_NOK CODE_NOK CODE_NOK BILLED,36,1.0,0.9618773637256837,1,1.0,0.0
NEW FIN RELEASE REOPEN DELETE,35,0.0,0.37258831052193153,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE SET_STATUS,34,1.0,0.48847301225888523,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED CODE_OK CODE_OK,33,1.0,0.7454072264949306,1,1.0,0.0
NEW CHANGE_DIAGN FIN DELETE,32,1.0,0.611468491149766,1,1.0,1.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT SET_STATUS,31,1.0,0.3731623729318162,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK,31,1.0,1.8396535217404244,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK RELEASE CODE_OK BILLED,28,1.0,1.7447523827458804,1,1.0,0.0
NEW NEW JOIN-PAT JOIN-PAT JOIN-PAT JOIN-PAT,28,0.0,10980009.286525484,0,1.0,0.0
NEW CHANGE_DIAGN FIN SET_STATUS,28,1.0,0.6974707024301734,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT BILLED STORNO REJECT BILLED,27,1.0,0.782426218305361,1,1.0,0.0
NEW FIN RELEASE CODE_OK CODE_OK,27,1.0,1.584084497071541,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_NOK CODE_NOK CODE_OK BILLED,26,1.0,0.44411565814001297,1,1.0,0.0
NEW FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,26,1.0,0.7971931336224115,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_NOK REOPEN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED,25,1.0,0.4808181218515977,1,1.0,0.0
NEW FIN RELEASE CODE_NOK BILLED STORNO BILLED,22,1.0,0.9902975506994164,1,1.0,0.0
NEW FIN RELEASE CODE_NOK REOPEN FIN RELEASE CODE_OK BILLED,21,1.0,0.43402843285416115,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED CODE_OK,19,1.0,0.49407524836671973,1,1.0,0.0
NEW FIN RELEASE CODE_NOK BILLED STORNO REJECT BILLED,19,1.0,0.4292443651529357,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED CODE_OK,19,1.0,1.4796617370999554,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK CODE_OK BILLED,18,1.0,1.9377383871485467,1,1.0,0.0
NEW FIN RELEASE MANUAL BILLED,18,1.0,0.4592359602480398,1,1.0,0.0
NEW NEW CHANGE_DIAGN JOIN-PAT JOIN-PAT JOIN-PAT JOIN-PAT FIN FIN RELEASE RELEASE CODE_OK BILLED BILLED,17,1.0,0.4353983978887162,1,1.0,0.0
NEW FIN RELEASE CODE_NOK CODE_NOK SET_STATUS,17,1.0,0.7347461900520927,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO BILLED STORNO REJECT BILLED,16,1.0,0.3136123182064164,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED,16,1.0,1.214873172037253,1,1.0,1.0
NEW CHANGE_DIAGN FIN RELEASE REOPEN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED,16,1.0,1.064290368422824,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE REOPEN DELETE,16,1.0,0.3951407029330946,1,1.0,0.0
NEW FIN RELEASE FIN RELEASE BILLED,16,1.0,0.8056229662052019,1,1.0,0.0
NEW FIN RELEASE CODE_OK MANUAL RELEASE CODE_OK BILLED,15,1.0,0.4600757737573329,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_NOK DELETE,15,1.0,0.4307337249994998,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT BILLED,15,1.0,824866.4224861475,0,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_NOK REOPEN DELETE,15,1.0,0.3992331966122732,1,1.0,0.0
NEW CHANGE_DIAGN FIN REOPEN DELETE,15,1.0,0.4071906351705089,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO BILLED,15,1.0,1.0291545712877148,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_NOK EMPTY,15,1.0,1.7396951232209286,1,1.0,0.0
NEW FIN RELEASE MANUAL,14,1.0,1.1992250979661314,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED STORNO BILLED,13,1.0,0.42193885430592865,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_NOK CODE_OK BILLED,13,1.0,0.812803928821517,1,1.0,0.0
NEW FIN RELEASE REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,13,1.0,0.44084765379547597,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE,13,1.0,1.1438014245793808,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK MANUAL RELEASE CODE_OK BILLED,12,1.0,0.4357514818104854,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_NOK CODE_NOK REOPEN FIN RELEASE CODE_OK BILLED,12,1.0,0.40519997849773187,1,1.0,0.0
NEW NEW DELETE,12,1.0,0.4161905235418559,1,1.0,1.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT BILLED STORNO REJECT BILLED STORNO REJECT BILLED,12,0.0,1.016473937753194,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN FIN RELEASE CODE_OK BILLED,12,1.0,0.41573794714219847,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO REJECT RELEASE CODE_OK BILLED CODE_OK,12,1.0,0.7849921650061726,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED STORNO REJECT BILLED,11,1.0,0.44134172004336497,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO REJECT BILLED STORNO REJECT BILLED,11,1.0,0.9417260364100669,1,1.0,0.0
NEW FIN RELEASE EMPTY,11,1.0,1.241895464430945,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK SET_STATUS,10,1.0,0.7044008229504155,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO SET_STATUS,10,1.0,1.3867251551760855,1,1.0,0.0
NEW FIN FIN RELEASE CODE_OK BILLED,10,1.0,2342806.128551619,0,1.0,0.0
NEW CHANGE_DIAGN FIN REOPEN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED,10,1.0,0.5738295661328392,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE REOPEN FIN RELEASE CODE_OK BILLED,10,1.0,0.77930786630548,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,10,1.0,1.2681729049898283,1,1.0,0.0
NEW FIN RELEASE CODE_NOK,10,1.0,2.1766105133723856,0,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN FIN RELEASE CODE_OK BILLED STORNO BILLED,10,1.0,0.4656591912687772,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN REOPEN FIN RELEASE CODE_OK BILLED,9,1.0,0.4760422483423212,1,0.0,0.0
NEW NEW NEW DELETE,8,1.0,0.6227506780187165,1,0.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN CHANGE_DIAGN DELETE,8,1.0,1.3629973217255065,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN FIN RELEASE CODE_OK BILLED,8,1.0,0.4892789260714373,1,1.0,0.0
NEW NEW CHANGE_DIAGN FIN FIN RELEASE RELEASE CODE_OK BILLED BILLED JOIN-PAT JOIN-PAT JOIN-PAT JOIN-PAT,8,1.0,0.7491890790369089,1,0.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_NOK REOPEN FIN RELEASE CODE_OK BILLED,8,1.0,0.8594964108695653,1,0.0,0.0
NEW FIN RELEASE CODE_NOK BILLED STORNO REJECT REOPEN FIN RELEASE CODE_NOK BILLED,8,1.0,0.6272461238631967,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED,8,1.0,0.4343994163923702,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN FIN RELEASE CODE_OK,8,1.0,0.9591046203333393,1,1.0,0.0
NEW FIN RELEASE CODE_NOK BILLED STORNO REJECT REOPEN DELETE,8,1.0,0.5056102170440419,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO REJECT BILLED CODE_OK,8,1.0,1.0282428010623919,1,1.0,0.0
NEW FIN RELEASE CODE_OK REOPEN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED,7,1.0,1.644613131248023,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN FIN RELEASE CODE_OK BILLED,7,1.0,1.9304351663688546,1,1.0,1.0
NEW CHANGE_DIAGN SET_STATUS,7,1.0,0.914448914252104,1,0.0,0.0
NEW FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK REOPEN DELETE,7,1.0,1.099616018111227,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_NOK CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,7,1.0,0.9468151081368863,1,0.0,0.0
NEW FIN RELEASE BILLED MANUAL,7,1.0,0.543218395929109,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_NOK REOPEN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED,7,1.0,0.6781707986779455,1,0.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN CODE_OK FIN RELEASE CODE_OK BILLED,7,1.0,0.5593083878319735,1,1.0,0.0
NEW CHANGE_DIAGN FIN REOPEN FIN REOPEN FIN RELEASE CODE_OK BILLED,7,1.0,0.8214618729924908,1,0.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_NOK SET_STATUS,7,1.0,0.8586805164555242,1,0.0,0.0
NEW FIN RELEASE CODE_NOK CODE_NOK EMPTY,7,1.0,1.054350064286732,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,6,1.0,0.5013501021257543,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK REOPEN DELETE,6,1.0,0.5888260686424485,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,6,1.0,0.8968243912975927,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN FIN RELEASE CODE_OK BILLED STORNO REJECT BILLED,6,1.0,1.2898403385607664,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO REJECT SET_STATUS,6,1.0,1.6456135783828947,1,1.0,0.0
NEW NEW NEW NEW DELETE,6,1.0,0.6773489568771814,1,0.0,0.0
NEW FIN RELEASE CODE_OK RELEASE CODE_OK RELEASE CODE_OK BILLED,6,1.0,1585374.560113162,0,0.0,0.0
NEW CHANGE_DIAGN FIN RELEASE REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,6,1.0,0.8065558294142648,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO BILLED STORNO BILLED,6,1.0,1.4663690197510373,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN DELETE,6,1.0,0.9993312126945666,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN REOPEN FIN RELEASE CODE_OK BILLED,6,1.0,0.5557107312031713,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO BILLED STORNO REJECT BILLED,6,1.0,1.1314054425574802,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED CODE_OK STORNO REJECT REOPEN FIN RELEASE CODE_OK BILLED,6,1.0,2.1427436747894766,0,1.0,0.0
NEW FIN RELEASE FIN RELEASE CODE_NOK BILLED,6,1.0,1.5863603860045001,1,0.0,0.0
NEW FIN RELEASE CODE_OK BILLED CODE_OK STORNO REJECT REOPEN DELETE,6,1.0,1.7710681866937203,1,1.0,0.0
NEW FIN RELEASE CODE_OK CODE_OK BILLED CODE_OK,6,1.0,1.865561628093248,1,0.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_ERROR REOPEN CHANGE_DIAGN FIN RELEASE CODE_NOK CODE_NOK CODE_OK BILLED,6,1.0,0.6600794549237993,1,0.0,0.0
NEW CHANGE_END FIN RELEASE CODE_OK BILLED,5,1.0,4.172312619893049,0,1.0,1.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO BILLED STORNO REJECT BILLED STORNO REJECT BILLED,5,1.0,393400.69521171134,0,0.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_NOK REOPEN FIN RELEASE CODE_NOK REOPEN FIN RELEASE CODE_OK BILLED,5,1.0,1.1169239726387818,1,0.0,0.0
NEW NEW FIN RELEASE CODE_OK BILLED,5,1.0,0.5547411228938166,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE REOPEN FIN REOPEN FIN RELEASE CODE_OK BILLED,5,1.0,0.517711161264481,1,0.0,0.0
NEW CHANGE_END DELETE,5,1.0,40313725.87832539,0,0.0,1.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED,5,1.0,1.0955234587863447,1,1.0,0.0
NEW FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN DELETE,5,1.0,1.0713227913381003,1,1.0,0.0
NEW FIN REOPEN FIN REOPEN FIN RELEASE CODE_OK BILLED,5,1.0,1.0195345088154542,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_NOK REOPEN FIN RELEASE CODE_NOK CODE_OK BILLED,5,1.0,0.54464457755272,1,0.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,5,1.0,1.0456028592745863,1,1.0,0.0
NEW FIN RELEASE BILLED STORNO REJECT BILLED,5,1.0,0.558364376222572,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED MANUAL CODE_OK MANUAL,5,1.0,0.6247074509394163,1,0.0,0.0
NEW FIN RELEASE REOPEN FIN RELEASE REOPEN FIN RELEASE CODE_OK BILLED,5,1.0,0.9075471181685747,1,0.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,5,1.0,0.6099160996888602,1,1.0,0.0
NEW FIN RELEASE CODE_NOK REOPEN FIN RELEASE CODE_NOK REOPEN DELETE,5,1.0,1.2026535199976058,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO REJECT RELEASE CODE_OK BILLED STORNO REJECT RELEASE CODE_OK BILLED,5,1.0,1.289442460544122,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_END FIN RELEASE CODE_OK BILLED,4,1.0,4.560444316753167,0,1.0,1.0
NEW DELETE JOIN-PAT,4,1.0,64375298.870984726,0,0.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT BILLED STORNO REJECT REOPEN FIN RELEASE CODE_OK BILLED,4,1.0,1.5594968815357189,1,1.0,0.0
NEW FIN REOPEN FIN DELETE,4,0.0,0.9823490605115531,1,0.0,0.0
NEW FIN RELEASE CODE_NOK REOPEN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED,4,1.0,1.2818683103836563,1,1.0,0.0
NEW FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED STORNO REJECT BILLED,4,1.0,0.9325425049152333,1,1.0,0.0
NEW FIN SET_STATUS,4,0.0,0.8097676955498008,1,0.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN DELETE,4,1.0,1.483246356317219,1,1.0,0.0
NEW FIN RELEASE CODE_NOK CODE_NOK CODE_OK BILLED,4,1.0,1.1145710274782632,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_ERROR REOPEN FIN RELEASE CODE_NOK CODE_NOK CODE_OK BILLED,4,1.0,0.8983904173100736,1,0.0,0.0
NEW FIN RELEASE CODE_OK MANUAL RELEASE CODE_OK REOPEN DELETE,4,1.0,1.7760013332301248,1,1.0,0.0
NEW FIN RELEASE CODE_OK REOPEN FIN REOPEN FIN RELEASE CODE_OK BILLED,4,1.0,1.120489743259214,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO BILLED STORNO BILLED STORNO REJECT BILLED,4,1.0,0.2000004089027627,1,1.0,0.0
NEW FIN RELEASE MANUAL MANUAL BILLED,4,1.0,0.8131059469434117,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO REJECT MANUAL RELEASE CODE_OK BILLED,4,1.0,2.2450451890792653,0,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED MANUAL CODE_OK MANUAL,4,1.0,0.5442410058335847,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT MANUAL RELEASE CODE_OK BILLED,4,1.0,0.8820611226309824,1,1.0,0.0
NEW FIN RELEASE BILLED MANUAL MANUAL,4,1.0,0.7255279424526946,1,0.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,4,1.0,1.1640516292571679,1,0.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO REJECT RELEASE CODE_OK BILLED STORNO BILLED,4,1.0,1.1576761178715744,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT RELEASE CODE_OK BILLED,4,1.0,1.0764233733050343,1,1.0,0.0
NEW FIN RELEASE CODE_OK CODE_NOK CODE_OK CODE_OK BILLED,4,1.0,1.5799372593306265,1,0.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT RELEASE CODE_OK BILLED STORNO BILLED,4,1.0,1.4143023082765642,1,1.0,0.0
NEW CHANGE_DIAGN FIN REOPEN FIN RELEASE CODE_OK BILLED CODE_OK,4,1.0,0.5033164288488394,1,0.0,0.0
NEW FIN RELEASE CODE_OK BILLED CODE_OK STORNO REJECT RELEASE CODE_OK BILLED,4,1.0,0.978435506922624,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_ERROR REOPEN CHANGE_DIAGN FIN RELEASE CODE_NOK CODE_NOK REOPEN FIN RELEASE CODE_OK BILLED,4,1.0,0.6130480743769302,1,0.0,0.0
NEW FIN RELEASE CODE_OK CODE_OK REOPEN DELETE,4,1.0,1.2702535359862355,1,1.0,0.0
NEW NEW NEW,4,0.0,0.6306765580733931,1,0.0,0.0
NEW FIN RELEASE CODE_NOK EMPTY DELETE,4,1.0,1.961752101941387,1,1.0,0.0
NEW FIN RELEASE MANUAL DELETE,3,0.0,0.9530431504012933,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN FIN,3,1.0,1.464060096580499,1,1.0,0.0
NEW NEW JOIN-PAT JOIN-PAT JOIN-PAT JOIN-PAT DELETE DELETE,3,0.0,30676403.81963436,0,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK RELEASE CODE_OK MANUAL RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,3,1.0,0.6210058014497537,1,1.0,0.0
